53,8.075351559299445,8.088233981334472,2020-02-24 14:33:21.041856
54,8.212332092648381,8.218365488015962,2020-02-24 14:33:21.193891
0,8.173548418816498,8.181520997875673,2020-02-24 14:33:23.265366
1,8.1897473455315,8.196909978254926,2020-02-24 14:33:23.329383
2,8.278841532580364,8.281549455951346,2020-02-24 14:33:23.472078
3,8.18596760883843,8.193319228396508,2020-02-24 14:33:23.559284
4,8.11199242005691,8.123042799054064,2020-02-24 14:33:23.744033
5,8.14061056254137,8.150230034414301,2020-02-24 14:33:23.843307
6,8.245363724955164,8.249745538707405,2020-02-24 14:33:23.952729
7,8.227004915597297,8.232304669817431,2020-02-24 14:33:24.267284
8,8.177868132607166,8.185624725976808,2020-02-24 14:33:24.352722
9,5.933495191574097,5.933495191574097,2020-02-24 14:33:24.489502
10,4.1665,4.1665,2020-02-24 14:33:24.607388
11,7.9438892879486085,7.9438892879486085,2020-02-24 14:33:24.723062
12,8.407036212921142,8.407036212921142,2020-02-24 14:33:24.885500
13,7.165728954315186,7.165728954315186,2020-02-24 14:33:25.007837
14,7.534099725723267,7.534099725723267,2020-02-24 14:33:25.136046
15,7.38581791305542,7.38581791305542,2020-02-24 14:33:25.344199
16,7.40268221282959,7.40268221282959,2020-02-24 14:33:25.546045
17,7.6988636531829835,7.6988636531829835,2020-02-24 14:33:25.655100
18,4.1665,4.1665,2020-02-24 14:33:25.754842
19,4.1665,4.1665,2020-02-24 14:33:25.919858
20,7.191574918460845,7.248646172537803,2020-02-24 14:33:26.023967
21,5.787034539222717,5.787034539222717,2020-02-24 14:33:26.140991
22,6.15222051525116,6.15222051525116,2020-02-24 14:33:26.245980
23,6.751685766220093,6.751685766220093,2020-02-24 14:33:26.341526
24,5.0302195229530335,5.0302195229530335,2020-02-24 14:33:26.450075
25,7.227660326004028,7.227660326004028,2020-02-24 14:33:26.642865
26,4.1665,4.1665,2020-02-24 14:33:26.807036
27,7.646948722839356,7.646948722839356,2020-02-24 14:33:26.945294
28,6.498639253616333,6.498639253616333,2020-02-24 14:33:27.043847
29,6.10788765335083,6.10788765335083,2020-02-24 14:33:27.142538
30,7.0405172386169435,7.0405172386169435,2020-02-24 14:33:27.249988
31,5.562156824111939,5.562156824111939,2020-02-24 14:33:27.359962
32,4.1665,4.1665,2020-02-24 14:33:27.445762
33,3.795643030166626,3.8095692183176677,2020-02-24 14:33:27.546193
34,3.795643030166626,3.8095692183176677,2020-02-24 14:33:27.700651
35,8.254003152536498,8.257952994909672,2020-02-24 14:33:27.880056
36,8.120631873385767,8.131250279716479,2020-02-24 14:33:28.083489
37,8.120631873385767,8.131250279716479,2020-02-24 14:33:28.235512
38,8.16382903703997,8.172287585187972,2020-02-24 14:33:28.545892
39,8.1568095150039,8.165619039253706,2020-02-24 14:33:28.835814
40,8.207566203539297,8.213837893362331,2020-02-24 14:33:29.023576
41,8.062315672842942,8.075849889200795,2020-02-24 14:33:29.106727
42,8.088773945558309,8.100985248280393,2020-02-24 14:33:29.170557
43,8.053136281037773,8.067129466985884,2020-02-24 14:33:29.290495
44,8.235104391828562,8.239999172237134,2020-02-24 14:33:29.415006
45,8.088773945558309,8.100985248280393,2020-02-24 14:33:29.591720
46,8.18596760883843,8.193319228396508,2020-02-24 14:33:29.752467
47,8.18596760883843,8.193319228396508,2020-02-24 14:33:29.879136
48,8.046656697478008,8.060973862604108,2020-02-24 14:33:29.987846
49,8.247523581850496,8.25179740275797,2020-02-24 14:33:30.059567
50,8.151409847018037,8.160489354667135,2020-02-24 14:33:30.135223
51,8.203246464001102,8.209734140801046,2020-02-24 14:33:30.287954
52,8.147630110324965,8.156898604808717,2020-02-24 14:33:30.372422
53,8.088233981334472,8.100472282267749,2020-02-24 14:33:30.478689
54,8.218365488015962,8.224097213615163,2020-02-24 14:33:30.657857
0,8.181520997875673,8.18909494798189,2020-02-24 14:33:32.761055
1,8.196909978254926,8.20371447934218,2020-02-24 14:33:32.864708
2,8.281549455951346,8.284121983153778,2020-02-24 14:33:32.998776
3,8.193319228396508,8.200303266976682,2020-02-24 14:33:33.145971
4,8.123042799054064,8.13354065910136,2020-02-24 14:33:33.329523
5,8.150230034414301,8.159368532693586,2020-02-24 14:33:33.462340
6,8.249745538707405,8.253908261772034,2020-02-24 14:33:33.608250
7,8.232304669817431,8.23733943632656,2020-02-24 14:33:33.731684
8,8.185624725976808,8.192993489677967,2020-02-24 14:33:33.876210
9,5.933495191574097,5.933495191574097,2020-02-24 14:33:33.978825
10,4.1665,4.1665,2020-02-24 14:33:34.105526
11,7.9438892879486085,7.9438892879486085,2020-02-24 14:33:34.350660
12,8.407036212921142,8.407036212921142,2020-02-24 14:33:34.567914
13,7.165728954315186,7.165728954315186,2020-02-24 14:33:34.689129
14,7.534099725723267,7.534099725723267,2020-02-24 14:33:34.866347
15,7.38581791305542,7.38581791305542,2020-02-24 14:33:34.986043
16,7.40268221282959,7.40268221282959,2020-02-24 14:33:35.062989
17,7.6988636531829835,7.6988636531829835,2020-02-24 14:33:35.190286
18,4.1665,4.1665,2020-02-24 14:33:35.276653
19,4.1665,4.1665,2020-02-24 14:33:35.335836
20,7.248646172537803,7.302863863910912,2020-02-24 14:33:35.401419
21,5.787034539222717,5.787034539222717,2020-02-24 14:33:35.466353
22,6.15222051525116,6.15222051525116,2020-02-24 14:33:35.522642
23,6.751685766220093,6.751685766220093,2020-02-24 14:33:35.606938
24,5.0302195229530335,5.0302195229530335,2020-02-24 14:33:35.831035
25,7.227660326004028,7.227660326004028,2020-02-24 14:33:35.951312
26,4.1665,4.1665,2020-02-24 14:33:36.037841
27,7.646948722839356,7.646948722839356,2020-02-24 14:33:36.199713
28,6.498639253616333,6.498639253616333,2020-02-24 14:33:36.378290
29,6.10788765335083,6.10788765335083,2020-02-24 14:33:36.487632
30,7.0405172386169435,7.0405172386169435,2020-02-24 14:33:36.600176
31,5.562156824111939,5.562156824111939,2020-02-24 14:33:36.789035
